"","merged_dataP[, 1]"
"IER5",5.6924777985651
"ADAM3B /// ADAM3B",2.70112617582799
"FHL1",6.61746406508472
"DSCC1",3.72336648934528
"RPS6KA3",6.77433417960695
"PAWR",6.23722159433646
"TGFA",5.19097054612052
"GTSE1",3.18246306917311
"PITX3",3.44332023067596
"CTNS",4.73093019308466
"CCDC19",4.36433290535783
"APBB1",4.25908216883865
"LOC102725271 /// NTM",4.99989414666697
"PIGP",7.3733271046292
"CACNA2D3",4.86835983371983
"SNRPD1",6.75091899870612
"C1orf159",3.87981228699289
"NOL12",4.84096325217811
"TUBA3C /// TUBA3D",6.50013412867427
"TBKBP1",4.79841819058497
"ERN2",4.7163028587778
"ADRB1",2.83632316205632
"BACH1 /// GRIK1-AS2",5.1127867290931
"TYR",3.12772651535392
"C14orf166",9.07290002402901
"USP46",4.78830037747747
"TNK2",5.10154406954738
"FANCC",3.659934235592
"CHMP3 /// RNF103-CHMP3",7.70182299308522
"EED",5.83724076569657
"ROM1",3.67286753231417
"CD36",5.11769664610071
"IGHD /// IGHG1 /// IGHM",2.95761895167566
"DNAJC10",6.42899575724513
"TNFRSF11A",3.74677569623779
"ATP8B3",4.93114047967693
"SLC25A46",7.50592880203044
"AIMP1",6.90605970657106
"MTHFR",3.67058785531879
"STC2",3.82393265822603
"IGF1",3.43904802805429
"USP36",4.88118696104459
"ZFX",5.39607768268763
"TGFB1",4.62212108532753
"RASGRF1",3.40212398348205
"C8orf33",5.21514196535184
"MYL12B",9.68571232563585
"DXO",5.61674545898358
"SP100",5.8076905524549
"BZRAP1",4.85893454327146
"SRSF10",6.61427807800384
"PRKAB2",6.59705982999265
"DENND4C",5.80000959071728
"CDK19",7.31842373472423
"PDE12",5.91186249001153
"MAP2K4",7.05310630863369
"CD53",4.18128256195036
"FEZ2",8.54337418709852
"ICA1",4.16602657762989
"CDS1",5.34915765213506
"LOC100508408 /// RPS13 /// SNORD14B",12.1836238517159
"POLDIP3",7.55915808977472
"GPC3",6.68651636030673
"ADAM10",8.5140706390872
"GIGYF2",7.12458438758122
"TMEM176A",9.29184527339719
"ARFIP1",7.38034384872135
"DCTN1",6.78384396212877
"LOC100129518 /// SOD2",4.64592313256973
"NAA40",6.24608899235921
"CCNL2",6.87446926213723
"CD52",6.41500236649155
"CYSLTR1",3.10651079101416
"NPAT",4.36075374873729
"OXR1",5.42120684614787
"ACHE",3.55671480931261
"IBA57",4.95200845515779
"EPS15",8.26473885689917
"COMMD3",7.16706640775301
"BC113958",3.35351131202188
"C1QBP",7.69352301368255
"NTRK3",3.97104493997178
"SLIT1",4.1416295372944
"GOLGA8A /// GOLGA8B /// LOC101930583",5.04967744276467
"SEZ6L2",4.75903212970311
"KHSRP",5.27529078353209
"MAP1B",4.44862520002574
"ZNF529",4.00563690535259
"PAX8",6.70308989367843
"PKM",7.73605933687245
"ABCG4",3.55067564246506
"CSNK2B",9.97789724074403
"ADAM9",7.47679242044
"FCN2",3.31982184346045
"CHRNA10",4.33943489451453
"POLR2C",7.30709913283508
"CDC23",7.94980639953175
"SF3A1",7.0741834362059
"COX5A",9.9015539713224
"ANXA4",9.42427655745669
"CRYGC",3.88874723123604
"ATF2",6.83224175661926
"PTGER3",6.89639789489227
"PROL1",3.78180751333307
"TSPAN4",5.22628116146195
"MAN1A1",8.35814767151619
"MRPS30",7.16549995045935
"ATP5G2",8.09218537647443
"FRMD8",3.87359265276216
"PEX14",5.62457941180645
"LMO4",5.05485241383088
"FJX1",4.48360423337544
"NCKAP1L",5.84818967476945
"ARHGDIB",7.11264159255675
"SERPINA10",3.92382547231949
"XRCC3",3.77615416282992
"PCDHA2 /// PCDHA3",3.36643163514371
"MRPL9",7.91591450925594
"SNRPN /// SNURF",8.91481358207161
"CD74",9.87545134223597
"MIR612 /// NEAT1",9.42657976258002
"PSPN",3.62969187162263
"OTUD7B",3.87553247123857
"PPP2CB",8.51269381441264
"ZZEF1",3.88466572109769
"PAFAH1B1",8.96110687671531
"RPS9",10.5480722360428
"CDC40",5.47852123040301
"CYCS",9.24427650741742
"MYH9",7.96823890599764
"CSTB",9.86149081589629
"CRYM",7.13679851736293
"AHSA2",7.01197324898845
"GNAI3",8.2852675952225
"THG1L",5.00793311899551
"SCAF11",9.27976124500568
"ILF2",7.78270023116089
"MRPS35",8.1475769715712
"ALDH2",9.97685447915408
"CUL7",4.65094722118053
"RPS4XP3 /// RPS4XP3",4.81633188937455
"RAB33B",5.78979008022246
"RNASET2",4.56537382041302
"DOCK5",3.25911943602142
"FEM1C",6.00199865141844
"ALPPL2",3.82445167365805
"PDCL",6.51502801577052
"IL5RA",2.63858117606232
"FZD4",7.14609307235811
"CDH22",4.04597045196537
"RALGAPB",7.35401095551864
"CDKN2B",3.31148917462913
"RBFOX1",4.15358371843339
"PLSCR2",3.4167802807992
"ZNF189",7.0370902412194
"TNC",4.41223865151208
"KLK14",3.79724260294586
"SAR1A",9.42430004924449
"C19orf60",6.72781017079486
"LTK",3.3372153520281
"SFTPC",3.93875618960674
"RBBP4",7.34100883126881
"ISCA1",8.37226137676663
"PKD2L1",3.59086005503662
"UCP3",3.539308940638
"HMHB1",3.66336104936694
"STX12",8.41350019519431
"FAM120C",4.99156757179699
"RHAG",3.12352041995993
"KXD1",3.29094149184208
"PHTF2",3.08194753659315
"FAM65B",6.58806960559642
"DDX11",4.43469334228134
"RAB6A /// WTH3DI",5.07714958779787
"CENPN",4.55654078546482
"AURKAPS1 /// RAB3GAP2",7.26230018170119
"LRIG2",4.88766182459198
"ELN",4.89839259940871
"CNPY2",7.73181087734948
"CMKLR1",4.98159222501985
"TNNT2",3.61142539518223
"SOCS3",3.76305772474116
"EI24",6.72159374422472
"SERF1A /// SERF1B",6.81725445842345
"ATHL1",6.37857369364411
"RMDN1",7.11136577159866
"ADRA1A",3.04785387022864
"PRDM5",2.80819525712509
"PGD",3.53829823947936
"PDGFB",3.67716497438177
"SLMO2",5.91236037301414
"EBP",7.28368808204614
"RNF123",5.7301212431351
"VAPA",7.52683721486156
"FBXO24",3.54310293730644
"UGGT2",5.83597872611925
"TRAF2",4.7748539569417
"FAM175B",7.3981079753468
"ZNF235",4.39269555408515
"DHPS",7.27769155000932
"RP4-781L3.1",9.19009260763457
"CSAD",3.48241704325589
"MARCH7",4.5681533311759
"BST2",6.74427677377187
"MORF4L2",9.55966711397627
"ZNF224",4.21027326348099
"RNF34",4.11895624551205
"ZNF667",3.87689221622992
"DNAH7",3.95682689081509
"CCDC88A",5.09330494164433
"FGFBP1",3.35833343971411
"CNR1",2.91732585574088
"AIP",5.87533828849115
"PRKAA1",7.23294928987536
"GPR68",4.91585298627998
"PARVA",5.38003744874409
"CBX3",8.06201001270751
"CDC37",7.04997332097247
"GPATCH2L",4.86722613113911
"AOC3",4.65388985623217
"IFI30 /// PIK3R2",9.71921995749127
"BNIP1",5.606259096599
"SEC11A",9.93413861374258
"RCN3",5.38566764704437
"BGN",7.11944260816998
"JAK1",6.31070390869276
"CACNA1A /// LOC100507353",4.78752473424671
"MEF2D",5.20258559207673
"RPL18P10 /// RPL18P10",5.13860184234663
"GNPTAB",4.48305154481716
"ETF1",7.66322607590942
"CD244",4.40453358302582
"GUCY1A3",7.66033764585199
"BCL2L11",4.47464027685178
"SEPT5-GP1BB",4.10846482206932
"LST1",7.71909979030714
"GLS",9.57499121924386
"HEXA-AS1",2.88700017053246
"PINK1",7.55200427822972
"LOC101060363 /// PPIA",9.53325458004817
"RP1-149A16.17",3.55759890609963
"C12orf49",7.66499280600464
"SPPL2B",4.75603778215101
"BIN3-IT1",4.42719094126331
"CHORDC1",6.99232250260313
"GAL",4.03987712898829
"ABHD11",6.28936254668329
"SPR",6.47889050972681
"AP3B1",6.71620192573375
"TCF21",5.18704993523648
"IGSF6",4.99582739448031
"C8A",3.27670774920067
"ZBTB1",5.90458304153602
"CD4",6.02864526789146
"HSD17B14",6.77316866528639
"HSPA13",6.04327047628753
"RPL30",11.685361678796
"MRGBP",5.71393800929782
"PIKFYVE",3.85368960568464
"COQ2",7.02390601857246
"C10orf10",4.57630104614982
"TXNDC9",7.73777911909253
"CDC42BPB",5.71840467788969
"KMT2B",5.2559671086626
"KDM6A",3.40237289233349
"LINC00894",3.7228074702368
"SHB",5.8222274247952
"TNFRSF10C",3.44256490737739
"CDK7",7.99170486737752
"ZSWIM8",7.19173573296107
"SLC25A6",10.2850954148488
"SNRPD3",9.3007997109875
"CELA2B",3.56016832272367
"RBM12",7.43085079471198
"APOD",6.29080171159239
"WIZ",5.64513136547917
"RPL7A /// SNORD24 /// SNORD36A /// SNORD36B",10.9081409366626
"MIR22 /// MIR22HG",7.00247847835485
"SLC48A1",6.0418252149988
"CCDC40",4.28971088744742
"CD3EAP",5.73268697744382
"GALNT2",5.41482195303893
"NME6",4.96741449179549
"DOK4",7.55001452815135
"PPP3CB",6.71769338107235
"MS4A1",3.1128992731791
"SRC",4.75683881722501
"MYOZ3",2.83823640224914
"ALG5",7.24372523447378
"PRKD2",6.21964359734821
"CDK2AP1",9.50415337038515
"SEMA6C",4.81085046308632
"POLR2B",8.67392184243913
"AHNAK",5.64690307283794
"REEP4",5.35641419701116
"RAD23B",8.19760209931686
"SOCS6",5.77709463800451
"SMS",9.419855099301
"SMIM2",3.52241048176976
"CLEC4A",5.603977257191
"GRK6",5.22535198829546
"CYP2A6",3.36417424354191
"SLC25A32",6.45442523719137
"OSM",3.788744473487
"IL12RB1",5.91781527398723
"RPLP1",12.1263079510501
"MAGOH2",3.14286513136174
"GJA9-MYCBP /// MYCBP",6.64075795233332
"SMG7",6.92686631330383
"AGO1",4.88387911633493
"RCAN1",9.77574493991411
"SEMA5A",6.6528582260954
"C9orf40",3.73186100016426
"TMEM70",6.92562511585767
"MAGEA1",3.09110161436349
"GMEB2",5.32074147476445
"BCL2",7.23117850558721
"PAPPA",6.01718968681526
"UBE2H",7.83193779298051
"CSTF3",7.24855947654151
"UBE2Z",7.29874126347749
"TIMM17A",7.97000405852572
"PTMA",10.6902491769127
"CD68 /// LOC101928634 /// SNORA67",4.29264826751098
"HTR7P1",4.49770391028349
"FCRL2",3.24429611931968
"S100G",2.92984853129687
"HDAC7",5.51881641769576
"ATP11B",6.85991505479266
"PTK2B",5.4654640878548
"CASP10",4.22173965006935
"ATP4B",3.27692023313204
"RGS9",3.84103554486442
"PLA2G2F",2.75312998812267
"PAK1",5.26643480555495
"PRMT8",2.99002299591336
"XAGE1B /// XAGE1E",4.47566440265537
"TM4SF20",3.54601286024797
"NAV2",4.64279419443764
"ZBED5",4.07614182327323
"ABI2",7.06175479487513
"NAT8 /// NAT8B",8.34164929732853
"FAM153A /// FAM153B /// LOC100507387 /// LOC102725213",4.58135967340143
"KIFC3",4.7187495435992
"TLK2",6.90481050052556
"RBKS",6.81727875543436
"KLHL9",5.90558473825639
"OSTM1",7.13842330036972
"PPP1R13B",6.30860241822677
"RRN3",6.07600324862193
"TFRC",5.06161350077235
"PAK4",3.49594478648446
"SLC5A12",7.34971861223786
"ITGAE",7.06407288541248
"SERINC2",4.63006682449192
"ANKRD27",7.53496138539888
"RTP4",4.80824750856881
"CREB3",6.12976951270318
"MRPL49",8.4548096891655
"ATG12",6.65971202007082
"CLEC16A",3.87009255944666
"ZXDB",3.36874411286857
"RAN",8.1131335406177
"RAB29",7.01602476377475
"AGRN",6.57045108373176
"FBXO9",8.44753657976474
"AGGF1",6.42651218052814
"ADORA2B",2.85500380824104
"NPAS3",4.06837189266861
"HES2",3.23648259091229
"METTL9",8.49122001945361
"ITGA4",4.38147646082061
"GUSBP3 /// SMA4 /// SMA5",5.6748328114351
"IRX5",4.11121684065653
"MAPT",5.52160211903991
"TMEM243",6.3076621035443
"ATP6V0D1",9.30275742105584
"LARS2",5.91399678259033
"HYAL4",2.96685678119378
"RUNX2",6.34566829088026
"ERCC1",8.73444286909434
"LOC101928717 /// SLC19A1",6.59503853347094
"B3GAT3",5.74403237327565
"SLC38A6",5.20628127942311
"IFNAR1",7.27492750730523
"ASIC4",3.48831925487052
"PMP2",2.64036485364015
"KCNC2",3.34130010793161
"S100A2",7.85583800255942
"CASKIN2",4.5801025936976
"THY1",7.21349416432066
"DHX38",5.04677445033561
"SPON1",6.05903320318384
"PTER",7.61776574944065
"ZNF124",5.8109274738024
"NCK1",5.04124514066858
"GGT1 /// GGT2 /// GGTLC1 /// GGTLC2",7.96307529776599
"HDDC2",7.97766028927486
"NUFIP1",5.03851713658719
"CYP4F11",3.79565983152546
"TIMM13",3.9217013788226
"PLOD2",7.15351083220879
"EVC",7.35758133816128
"HLA-DMA",8.01246553280038
"HELZ",7.43083137602679
"FLNB",7.43941956234452
"GTF3C3",6.42288532183499
"RPL14",9.36679591711066
"DYNLT3",8.62385276945954
"MCAM",6.2046149127532
"DECR1",9.91612988243069
"ITGAX",6.08339466132809
"DERA",8.60482628875516
"PPIL2",6.06330210428678
"TM9SF1",5.8587880537473
"COPS6",7.60729258614504
"CCNH",7.86011799590129
"TMEM135",4.88352509523695
"RRN3P1",6.48755772844583
"ZMYM6 /// ZMYM6NB",7.3036640680971
"LYRM1",9.18051884223659
"TADA2A",5.76124306535732
"NDUFA8",8.11218977269349
"SGSM2",6.5149420541773
"DIS3",4.33633574063327
"SNTB2",5.33113369294505
"CIAO1",7.02659784116927
"PLLP",6.42256356144831
"MTMR1",7.16098382251209
"UQCR10",9.35935346199675
"POLR2K",6.95097134509068
"POU6F1",4.1481737463502
"PRKAG2",6.21565677156956
"RNASE4",7.36305228922397
"UBE2J1",5.64133308438198
"FABP7",2.67479985862044
"GNPAT",7.33302710902641
"TSC22D2",3.76494114934914
"TOPBP1",6.31432629608461
"DHX34",4.51020071741208
"SMA4",7.19175465986186
"XYLT2",6.11372175416378
"CLEC10A",4.0195494324928
"SLC26A2",6.5089837100665
"FAM208A",4.31782391016694
"BBS9",3.63463423477681
"ABCB8",4.28729272925682
"PPP1R2",7.4571861804754
"PLXDC1",4.18634126955956
"RPS2 /// SNORA64",10.7913102671096
"CASZ1",5.12087296470966
"TMEM50A",9.55232355958998
"NRG1",4.49135162179159
"ZC3H3",4.69417137856819
"TMEM126B",6.9865578807616
"EDA",3.56705345093162
"ZBED4",5.36307663087652
"ACSL5",6.30019715938801
"BMPR1A",6.1706367911592
"PID1",3.25458297929454
"PPFIBP2",4.89408988041533
"CASD1",5.93139866593434
"FUT5",4.81443537600607
"GATA1",3.34960546568732
"OSBPL8",9.15308679279429
"ABCF2",3.69642027702209
"RBPMS",7.06326942527185
"NBPF10 /// NBPF11 /// NBPF14 /// NBPF15 /// NBPF19 /// NBPF20 /// NBPF25P /// NBPF26 /// NBPF8 /// NBPF9",8.25225309184329
"SEPT10",6.45318152459579
"TMEM187",6.34329751348564
"KLHL23 /// PHOSPHO2-KLHL23",5.02671670503556
"KCNJ4",3.34628056840451
"MTERF1",5.31223106300964
"PLD1",4.65403649146415
"RTDR1",4.2420563195418
"SERTAD2",7.02302344290984
"EXOC2",6.24740855025776
"MYRF",4.06321817621812
"ZNF264",5.50754770764181
"WDR26",7.15728520669587
"PWWP2A",6.31127492520442
"H3F3A /// H3F3B /// MIR4738",8.8322720054141
"RABEP2",4.22384055530386
"ACN9",4.70670514668347
"TM9SF4",6.9394201444989
"GOLIM4",7.82978850573898
"ZRSR2",5.67474934275098
"ICE2",5.74581085707848
"KLRB1",6.2519671995114
"C5orf28",5.83905813269312
"MMRN2",5.58676073253045
"KHK",6.55034031568909
"RANBP10",4.53979511312667
"DCTN5",7.05350654442603
"SLC13A3",7.26044799964191
"TNFRSF12A",5.56723238547462
"ATMIN",7.42307314651907
"OGFR",5.61436501944903
"CRABP1",5.20513057184695
"LMNA",7.31338594146447
"STAG3",4.26216896347817
"IGLL1",4.74168424216946
"ZNF609",4.96767320212706
"EPM2AIP1",8.40348640769182
"SMAD3",8.21775785591856
"RPS24",10.4134879772452
"IDUA",4.31474937670757
"TMEM41B",8.25463336262094
"ADD1",7.77214293534463
"BCAT1",3.49967089307295
"SLC25A10",5.59952661625074
"DCAF7",5.13813661594235
"CYP4F12",4.04971760407189
"BCL11A",2.61655395303935
"MIR4680 /// PDCD4",6.1919187822046
"CNPY3",5.13570702257138
"MICAL3",5.63070619015029
"SMC1A",6.5180118530376
"FCN1",5.78967073682231
"CLCF1",5.68701283358487
"GAMT",5.24922967809784
"NFAT5",6.58261704508548
"UTP18",6.58900984366693
"KIAA0391 /// PSMA6",7.81608560824803
"YIF1A",6.38002383904433
"RHOT2",6.30725042686575
"PPP1R37",5.49459743765941
"PEG10",5.37822350302273
"LRBA",7.59786813907229
"EPN2 /// EPN2-IT1",4.1312791118789
"ANGPT1",5.15749374192685
"OBP2A",3.27783191132359
"TBCB",7.81356607519225
"PNLIPRP1",2.79055378380039
"RAB11A",8.86598982011419
"GRIK1",3.42076927393712
"CDK8",7.14666249874495
"GCH1",7.56661454548069
"LOC101928589 /// TMEM164",6.40627991607905
"ACVR1",6.2453145462459
"SETD1B",8.18348282733019
"AKAP11",5.65781626370176
"MBTD1",6.97130441772846
"DHODH",4.73732779966293
"CLDN6",3.68656641541974
"LOC100131532",3.43213080604671
"WRAP73",3.37436779132805
"PPP1CA",8.96317511384811
"MBNL2",8.06980453810271
"TCR-alpha /// TRAV13-1 /// TRAV13-1",3.49601877371031
"NPM1P22 /// NPM1P22",5.60646112581871
"CDK9",5.42855954924336
"CACNA1C",3.55639182280775
"RASSF4",4.98048583433636
"TP53I11",3.98270790675671
"CAB39L",6.64356592435595
"RAB3B",2.82498963788282
"CRMP1",3.81774309908288
"ANKRD10",7.76611308788681
"GPRC5C",4.79086959414861
"CCZ1 /// CCZ1B",8.09957287477507
"WDR55",5.69417865852868
"CDC123",7.81354789601153
"ATG2A",5.95924656323159
"GRPEL1",6.7432187878455
"SP3",7.53549221318482
"TCEA1",8.6933895221647
"GSPT1",7.99689960131826
"PNO1",7.90320218716087
"DRG2",5.62874633364883
"ATP5H",10.2750732212396
"LAPTM4B",6.50410675004845
"PLA2G12A",8.94333332341444
"PDIA2",3.31570870866914
"TFCP2",5.48354839916243
"SLC39A1",6.19447409336652
"SAMM50",7.5936518470726
"DGCR8 /// MIR1306",6.76024042166355
"GTSE1 /// TRMU",3.49870483995934
"LIPE",3.29058079102787
"LOC100996782 /// MED18",3.64883171490622
"PTBP1",8.35854840704294
"PSMB8",8.00900290482483
"BBS1",7.09711402468611
"C17orf62",6.95685887437167
"MMP19",6.69862587225301
"PTPN12",3.84148231300174
"CRABP2",4.80623230421819
"CDADC1",6.63906312223252
"PLCB1",5.43687381241202
"SH2B1",5.2774604928815
"RPL39",11.326494282838
"MAP7",7.6617435981878
"TIPARP",6.03818222991745
"VDR",3.6609294610651
"POU4F1",2.65770017531528
"MYCNOS",3.5079061204437
"GOLGA4",8.2855600315525
"NRIP3",3.74243219792165
"VPS54",6.83333030406353
"SAFB2",7.08460280048039
"WDR7",3.44229966172184
"P4HA1",4.3882992872726
"MTF1",6.13324369145395
"ERBB3",7.27418302998418
"SPIN1",5.59620912123001
"TMEM39A",4.97184584923035
"CDH5",5.94490406126889
"FBN2",4.8717668768935
"TYK2",7.38106952580458
"CEP57",5.53802462877899
"CHP2",4.28801656363537
"GPRC5D",3.70211407805174
"CBX4",4.60758733173975
"TYRO3",3.24144315523161
"POLM",5.11006203634464
"TREM1",5.04943762597116
"ABHD2",8.23970000845498
"CARD14",3.67296073716452
"ARID4B",8.02727577430462
"TNXA /// TNXB",6.06984734055411
"DZIP3",6.67165090448921
"DDX52",5.14379878352776
"TYW1",6.46105385191127
"G3BP1",5.27036503684856
"DQ597730 /// LRRC37A2",6.96684663727876
"PSG5",3.22392339553224
"FCF1",4.47921999216779
"KIAA1751",3.94648847453557
"CAMK2G",6.31401416950883
"HIST1H3B",3.72523940069182
"SCNN1A",7.77281888904704
"CCL24",3.64853980855726
"MAT2B",9.82864717770896
"AMDHD2 /// CEMP1",4.83296092625673
"HNRNPUL1",6.34353449461541
"ZHX3",5.95384915135831
"HDAC9",4.31237287386234
"LLPH",4.8878742988426
"CBFA2T2",3.84449583385161
"LOC102724200 /// TRAPPC10",6.37233368647852
"DVL2",6.77518383888867
"CAPZB",7.48705330924476
"ALPK1",6.80696976506356
"FBXO21",6.81030038991114
"OAS1",4.95588090609789
"ZFHX3",4.27175939567056
"ITIH4",3.85143269714868
"NDUFB7",6.60570768187384
"KCNC3",3.83997336466876
"MTSS1L",5.35606075972347
"GLB1L",6.014193777317
"WDR83OS",9.1796723934397
"KLHL3",3.61650582140568
"AK1",7.26596042575282
"TAF5L",4.25085419819356
"APAF1",4.28124868824488
"EXOSC1",4.13812613412212
"ANP32E",7.25973113761414
"MC5R",2.56922110219329
"DDX21",7.27275333441517
"RBM6",6.93080659746793
"HSPD1",9.21462824305712
"SUSD4",5.79858802158991
"ANKRD40",7.93620849198181
"RPS4X",12.3038219514846
"QDPR",8.69331226126014
"CTLA4",3.82010659469655
"GCOM1 /// MYZAP /// POLR2M",5.45866744409793
"GFER",4.48964514091974
"STEAP4",4.73667804453666
"OGDH",6.79753004556657
"CLCN4",3.17277236202842
"ARHGAP1",6.40142641073681
"SCARB1",3.44214117621024
"PRKRIR",6.886555522074
"EBAG9",6.56898542332348
"ABCC4",7.24930774904566
"MATR3 /// SNHG4",8.2077593910415
"MYLIP",7.85899592231001
"ITGB1",6.24876616995924
"PTH1R",8.60072058000613
"ORC4",6.86677239449454
"MSANTD2",5.85107825281934
"GLIPR1",6.71409762307771
"SH3YL1",8.56384371007067
"BRD3",5.34304558978682
"KIAA1324",4.54973441343495
"DAO",6.42580406566685
"RPL10 /// SNORA70",8.28865307565974
"MYH11",6.43627255679297
"RRP7A",4.83119972501075
"TPH1",2.60892512517593
"SEC14L2",3.72300356444197
"FLJ10038",5.58338748322879
"BTF3P11",3.72050264441446
"CITED2",7.01567078998245
"TGFB3",3.62979362116868
"CSNK1G2",5.76700829565571
"GORASP2",7.50357312517317
"ARHGEF15",4.25991504760616
"PLXDC2",5.78704646044315
"GLTSCR1L",6.85763908273692
"CAPN7",6.90412087811005
"TRIM5",4.33416307776826
"EXOC7",5.26585653628202
"UBE3C",6.47127894040222
"F2",3.32682890900922
"MDH1",9.15707858519002
"FOXH1",4.80220354628524
"BANK1",3.0603141165434
"ACVR2B",5.78072348928554
"EIF2B1",7.55153193494214
"WWOX",5.16073555096848
"WDR1",6.55767317522004
"ZNF177 /// ZNF559-ZNF177",5.42619924184521
"ZNF638 /// ZNF638-IT1",8.12749097189944
"SLC15A1",6.34258350582643
"SLC26A3",2.83750523116275
"MMP15",3.3412545859401
"CIT /// MIR1178",4.01073583993869
"CCT2",7.78736752010374
"PDE5A",3.82602661405173
"RBM10",5.67468104420623
"HEBP2",6.29543468266274
"SORBS3",5.69936135437263
"GAB1",4.03808637198931
"HCFC2",5.77916699487951
"RAB21",8.42502852336236
"MOCS2",7.34253736371036
"CSNK1G3",6.34669579705707
"RPS16",11.7649064462531
"CABP5",3.38897382372192
"NXPH3",3.6560935317949
"HSPA8 /// SNORD14C /// SNORD14D",11.1630666775684
"SEL1L3",4.55159038392704
"CSNK1G1",4.03393674010172
"WDR48",7.29573402987943
"MYOM2",6.20263339910754
"TUB",6.63844383328461
"ERAP1",3.52161617412779
"B3GNT4",4.24176684891567
"ENPP1",3.87979066988949
"TSPAN3",4.49660359353905
"IL17RA",5.83766189199679
"ERG",5.45294293765081
"RPGRIP1L",2.69357262252667
"ZFP36L1",3.60358143285343
"SMUG1",5.00877659156718
"KIAA1279",6.04158432420203
"ST13",8.22682409525497
"TCEA2",5.35811785009941
"NOL11",7.0029452330892
"DLD",8.81894357439984
"PLGRKT",6.46622358214329
"SSH1",4.91263138117928
"BCL7A",5.69051447798894
"C10orf12",4.00089312387929
"TUSC2",6.63818524050951
"CDH2",7.6352329270399
"SNX3",10.0609821598797
"P2RX7",4.78890954440983
"ADAMTS13",3.97954638327284
"DIABLO",8.48489442344392
"CYP2D6 /// CYP2D7P /// LOC101929829",4.09916978051238
"PPIA",11.5773809931339
"COX7A2",9.67438780365558
"FAM134A",8.48276334437702
"NEDD8",9.1004857399329
"DCAF15",3.90332168866136
"LSM3",8.25380691996862
"ANGPT2",4.19797499320816
"CFB",3.56524234941718
"RNF130",6.37799052312068
"TELO2",4.99424341409541
"COL1A1",7.87970541399709
"GALE",5.84981387224425
"DESI2",6.68901054426242
"ZFR",7.91588816255246
"GLUD2",5.44652995489376
"ABI3BP",3.22134125592837
"PDK4",5.05329464658781
"NRL",3.32274799786711
"LOC101927458 /// LPHN2",5.49105894107206
"VBP1",8.23318951871666
"SNCAIP",3.50633295598848
"NCKIPSD",4.46124008610116
"OLAH",2.83946849357913
"DLEC1",3.42087260920775
"COX6B1",11.1036066539119
"GBA3",7.83640891358058
"HBP1",6.54429033992623
"EIF3J",7.01431464680125
"GYS1",5.15943510214214
"AKR1A1",9.56624143685572
"BLVRA",5.24845744635387
"TPSAB1 /// TPSB2",4.61473345961316
"PNPLA4",5.38733662038357
"PRRG2",3.6325427494503
"ADAM17",4.24320397810884
"ATP5L",9.03999794177607
"ATP9B",6.74587588823562
"SLC22A18AS",5.63469169427281
"RPS18",11.9751524239697
"VCY /// VCY1B",3.64410380776587
"ZNF654",5.37231799313825
"ANXA5",9.0623117856634
"MEG3",5.37774835414392
"CHN2",7.41192161261779
"FLJ11292",3.21234415972149
"TNFRSF9",3.79579814096688
"TCF4",4.43115934966418
"LALBA",3.07792927598356
"BIRC5",4.60107269595007
"GPRIN2",5.65329476144378
"IQCC",3.8329547445647
"ACSBG1",3.43151783216178
"CTC-428G20.3",5.50030217598132
"HIST1H1C",8.13488119210178
"PIWIL2",3.82093789993231
"MGST3",9.80234602695104
"EMILIN1",3.70710296229985
"ILF3",6.07402870750116
"FOSL2",4.21055876884912
"CKM",3.81900424840595
"FXR2",5.68463119703536
"CARHSP1",4.23466667929744
"IGFBP5",5.84834550909363
"GRIA2",2.95908624212201
"SIRT5",6.68124126602857
"SGPP1",6.89806604431565
"PPP1R26",6.604100951483
"GRK5",3.94147836797737
"NDUFS3",8.66375888680421
"MGAT4A",7.49337013530693
"KPNA1",7.26638291331873
"CACNB4",4.29970487908262
"LOC79999",3.57599333020451
"LRRC59",4.96486073210889
"RPS11 /// SNORD35B",12.5784217636962
"ZNF451",7.0855745444397
"TGFBI",8.93109659522153
"ANXA2",6.58132074793926
"SDC2",6.15891661607589
"ATP5J2-PTCD1 /// PTCD1",5.3419350071165
"MET",3.97333307911304
"LYVE1",4.772792836625
"TNKS2",6.53660023869952
"DIRAS3",4.62791124991275
"HIST1H4H",4.27346765060669
"PPP2R5C",5.91802504745956
"SCCPDH",6.77199287970919
"AASS",6.14747222143471
"INF2",3.88598657773545
"HPS1",4.6427492185483
"IQSEC3",3.80346545392974
"KCNJ12 /// KCNJ18 /// LOC100996843",3.86889283561105
"ZNF467",4.99335317326774
"RASA2",4.6725310525702
"KLF5",5.83456542530193
"HHLA1",3.29860183800234
"ALKBH1",6.19179116297328
"NPFF",5.40201986353932
"SEMA4F",4.27975207795239
"C19orf26",5.84617376169614
"C22orf46",3.77760722334597
"TACC1",7.59972047531994
"GALNT4 /// POC1B-GALNT4",5.9323313285456
"RCOR3",7.55932157118863
"TANK",5.50734299031813
"CDHR2",6.11987321935874
"ZNF83",6.96363952365419
"RASA1",6.96900966351019
"MIR6872 /// SEMA3B",6.66621950345898
"FAM212B /// LOC101928718",5.05582690293316
"NOLC1",7.42457856101449
"NEU1",7.72179092535564
"SSBP3",7.87109643486752
"ADH5",6.01825207181445
"PMP22",5.4839158586969
"IP6K1",6.06288234750455
"HHLA2",3.27824299413427
"AP4E1",3.18106483972104
"PDE4DIP",4.27769924464245
"DR1",5.87498395381412
